in s,C1 in V,C2 in V
-5.94564E-02,8.88336E+00,1.55273E+01
-5.94552E-02,8.90289E+00,1.54492E+01
-5.94540E-02,8.88336E+00,1.55664E+01
-5.94528E-02,8.86383E+00,1.55273E+01
-5.94516E-02,8.92242E+00,1.55664E+01
-5.94504E-02,8.92242E+00,1.54492E+01
-5.94492E-02,8.86383E+00,1.55664E+01
-5.94480E-02,8.88336E+00,1.56445E+01
-5.94468E-02,8.80523E+00,1.55664E+01
-5.94456E-02,8.86383E+00,1.55664E+01
-5.94444E-02,8.88336E+00,1.54883E+01
-5.94432E-02,8.90289E+00,1.56445E+01
-5.94420E-02,8.90289E+00,1.56055E+01
-5.94408E-02,8.86383E+00,1.56445E+01
-5.94396E-02,8.92242E+00,1.55664E+01
-5.94384E-02,8.86383E+00,1.56055E+01
-5.94372E-02,8.94195E+00,1.54883E+01
-5.94360E-02,8.86383E+00,1.55664E+01
-5.94348E-02,8.88336E+00,1.55664E+01
-5.94336E-02,8.88336E+00,1.56836E+01
-5.94324E-02,8.84430E+00,1.56836E+01
-5.94312E-02,8.84430E+00,1.55664E+01
-5.94300E-02,8.92242E+00,1.55664E+01
-5.94288E-02,8.80523E+00,1.57227E+01
-5.94276E-02,8.90289E+00,1.56836E+01
-5.94264E-02,8.92242E+00,1.55664E+01
-5.94252E-02,8.86383E+00,1.56836E+01
-5.94240E-02,8.80523E+00,1.55664E+01
-5.94228E-02,8.86383E+00,1.55664E+01
-5.94216E-02,8.90289E+00,1.55664E+01
-5.94204E-02,8.86383E+00,1.55664E+01
-5.94192E-02,8.86383E+00,1.56445E+01
-5.94180E-02,8.90289E+00,1.55664E+01
-5.94168E-02,8.86383E+00,1.57227E+01
-5.94156E-02,8.92242E+00,1.56055E+01
-5.94144E-02,8.96148E+00,1.54883E+01
-5.94132E-02,8.94195E+00,1.56836E+01
-5.94120E-02,8.94195E+00,1.54492E+01
-5.94108E-02,8.96148E+00,1.56445E+01
-5.94096E-02,8.84430E+00,1.55273E+01
-5.94084E-02,8.92242E+00,1.56445E+01
-5.94072E-02,8.90289E+00,1.56445E+01
-5.94060E-02,8.92242E+00,1.56055E+01
-5.94048E-02,8.84430E+00,1.56445E+01
-5.94036E-02,8.94195E+00,1.55664E+01
-5.94024E-02,8.94195E+00,1.56836E+01
-5.94012E-02,8.88336E+00,1.55664E+01
-5.94000E-02,8.86383E+00,1.56445E+01
-5.93988E-02,8.90289E+00,1.56445E+01
-5.93976E-02,8.92242E+00,1.55664E+01
-5.93964E-02,8.88336E+00,1.56445E+01
-5.93952E-02,8.86383E+00,1.55664E+01
-5.93940E-02,8.92242E+00,1.55664E+01
-5.93928E-02,8.92242E+00,1.56836E+01
-5.93916E-02,8.94195E+00,1.55664E+01
-5.93904E-02,8.84430E+00,1.55664E+01
-5.93892E-02,8.98102E+00,1.55664E+01
-5.93880E-02,8.90289E+00,1.55664E+01
-5.93868E-02,8.92242E+00,1.54883E+01
